listing_id,fit_init,variability_init,activity_init,reviews_pq,price_log,superhost,amenity_count,sentiment,entry_qtr,lifetime,censored,district,is_tourist,entry_q
24054753,1.1811538,0.0716630258866761,5.6594081555635825,5.75,5.937536205082426,0,16.0,0.035119068975178996,2023Q1,4,0,Wan Chai,1,2023Q1
24074943,0.94271825,0.0943499333600378,3.8780712819529812,4.75,6.90875477931522,1,31.0,0.0380371379661444,2022Q3,12,1,Central & Western,1,2022Q3
24167990,0.8754272,0.1022357678596171,7.41494450522792,10.75,5.652489180268651,1,16.0,0.0340399150449743,2023Q1,7,0,Yau Tsim Mong,1,2023Q1
24455316,0.9679636125,0.1818138650021368,7.7108932938458405,7.75,7.039660349862076,0,20.0,0.012134734353194076,2023Q2,8,0,Yau Tsim Mong,1,2023Q2
24537329,1.083463,0.1106541460241734,0.0,3.75,6.507277712385012,1,33.0,0.05369245238162973,2021Q3,5,0,Yuen Long,0,2021Q3
24612188,0.8930235799999999,0.0956834850789543,7.708842139962216,6.5,6.220590170099739,0,17.0,0.033032243144171226,2023Q3,8,1,Yau Tsim Mong,1,2023Q3
24645345,1.149814675,0.1565750674573608,6.802801317072458,8.0,5.579729825986222,0,16.0,0.03697938855668205,2022Q4,6,0,Yau Tsim Mong,1,2022Q4
24647767,0.7897073899999999,0.1935340304471397,7.415979299001008,8.75,6.709304340258298,0,15.0,0.03177063581427565,2023Q1,10,1,Yau Tsim Mong,1,2023Q1
25044456,0.9483697,0.2181843443401669,6.293089309777201,9.25,5.529429087511423,0,14.0,0.04085568959142402,2022Q3,12,1,Yau Tsim Mong,1,2022Q3
25315522,0.7844718325,0.1332440377774878,5.1673742650065195,29.75,6.561030665896573,0,32.0,0.05563419642874795,2021Q1,10,0,Islands,0,2021Q1
25395102,0.7976516,0.1438132118582981,7.413092872965513,11.75,6.001414877961151,0,18.0,0.04535317741055138,2023Q1,10,1,Yau Tsim Mong,1,2023Q1
25395808,0.8260044,0.109242520822135,4.762173934797756,6.0,5.7430031878094825,0,15.0,0.0555555555555555,2022Q1,1,0,Yau Tsim Mong,1,2022Q1
